year,make,model,body_styles,identifier
1997,INFINITI,QX,"[""SUV""]",15F86BAB-747E-E219-6C72-352DA98EA97B
1997,Isuzu,Hombre Regular Cab,"[""Pickup""]",2B0E8D12-9951-CDE3-6E51-C4F0A6E5E1C8
1997,Isuzu,Hombre Spacecab,"[""Pickup""]",2DC5FDA6-C132-A2D4-75AD-68CD52886FAB
1997,Isuzu,Oasis,"[""Van/Minivan""]",3157956A-0D9E-057A-0043-9E5A6016AE5D
1997,Isuzu,Rodeo,"[""SUV""]",94A29F49-294A-70D0-55CA-7BC869455013
1997,Isuzu,Trooper,"[""SUV""]",F9F4D959-6AA3-8687-C0FE-9D0FC6F4AD71
1997,Jaguar,XJ,"[""Sedan""]",D1C5E727-C106-6087-113F-5476EEFC9A98
1997,Jaguar,XK,"[""Convertible"", ""Coupe""]",E449DA5F-FEE3-6638-0904-9DA4DDDA0319
1997,Jeep,Cherokee,"[""SUV""]",8AB41E0C-1850-E86A-E30B-B91952D91596
1997,Jeep,Grand Cherokee,"[""SUV""]",584E995F-27AE-A450-543A-97CA38391C5E
1997,Jeep,Wrangler,"[""SUV""]",DD523263-DF67-D3B1-0A07-5C9690391A0A
1997,Kia,Sephia,"[""Sedan""]",58FD3261-7F2F-D5F6-1DF4-151022426A59
1997,Kia,Sportage,"[""SUV""]",EF0CD612-293E-52FA-8261-03E9E63ECEF0
1997,Land Rover,Defender 90,"[""SUV""]",74231B42-3EF1-FB8D-EC3F-D39B86206791
1997,Land Rover,Discovery,"[""SUV""]",9AEEEB55-2062-CC73-F1F5-D06645C31C80
1997,Land Rover,Range Rover,"[""SUV""]",8F510A5F-3978-C53B-66C1-373F8646578D
1997,Lexus,ES,"[""Sedan""]",F1353454-27C7-AD7A-DAD1-A52B6837F7AA
1997,Lexus,GS,"[""Sedan""]",274055B3-0572-1D09-6B03-EF2C46C3C504
1997,Lexus,LS,"[""Sedan""]",BB092B69-B3E8-3785-C77F-A9E4B67BCAAE
1997,Lexus,LX,"[""SUV""]",A2F3909C-491F-FA29-A29E-C7490FA27EA0
1997,Lexus,SC,"[""Coupe""]",DF397773-0597-18DE-F7EE-A0113F4F65C6
1997,Lincoln,Continental,"[""Sedan""]",F58FAE89-F034-4D8E-D900-F00BA1519425
1997,Lincoln,Mark VIII,"[""Coupe""]",22CA24C7-C0D5-78D9-10A8-7B7EFFE4D2D0
1997,Lincoln,Town Car,"[""Sedan""]",4EF53C8B-3EE9-E9E6-E906-1F961F053F9B
1997,MAZDA,626,"[""Sedan""]",8FA00AFA-9D12-A0A5-A049-34D878BE4CA1
1997,MAZDA,B-Series Cab Plus,"[""Pickup""]",FA41FA7E-B8AA-944A-5407-A3864F8AB046
1997,MAZDA,B-Series Regular Cab,"[""Pickup""]",9418F854-7689-5644-43C2-3181763679E3
1997,MAZDA,Millenia,"[""Sedan""]",4AFB2CCD-876B-291E-EF01-FA5B935DD42C
1997,MAZDA,MPV,"[""Van/Minivan""]",562F5BC1-7025-9180-017C-18F435E1ACE0
1997,MAZDA,MX-5 Miata,"[""Convertible""]",7B570262-2146-3045-1B1D-1E2ED33A0274
1997,MAZDA,MX-6,"[""Coupe""]",A7567123-0AB0-E45B-9BB3-6D4E66F5719C
1997,MAZDA,Protege,"[""Sedan""]",3B095338-199A-F98C-B61B-BB2AA0F5981F
1997,Mercedes-Benz,C-Class,"[""Sedan""]",0AD8547D-DB2D-81BB-BF4E-0DD1A8B91142
1997,Mercedes-Benz,E-Class,"[""Sedan""]",648B3DE3-2367-EA21-049A-015735A1CD5C
1997,Mercedes-Benz,S-Class,"[""Sedan"", ""Coupe""]",40436AFC-8C47-C4AD-377F-F43B2A99B29F
1997,Mercedes-Benz,SL-Class,"[""Convertible""]",70FA54AC-D94D-5971-5DCE-7037E631A724
1997,Mercury,Cougar,"[""Sedan""]",97F9C6E1-5BB8-457C-E4AA-60CD35EF4FF4
1997,Mercury,Grand Marquis,"[""Sedan""]",90F5EFE2-6AED-AE2E-4C82-DFD1781079EC
1997,Mercury,Mountaineer,"[""SUV""]",7A82A4D6-8607-072F-CA92-0920E894E136
1997,Mercury,Mystique,"[""Sedan""]",B4D061F2-83C0-FD01-690B-C2535BBC1CF2
1997,Mercury,Sable,"[""Sedan"", ""Wagon""]",06BFEA0D-DBA9-E5EE-3FEF-958093DAE56F
1997,Mercury,Tracer,"[""Sedan"", ""Wagon""]",C3D016A6-8FC6-713E-5FCD-B6D3F668F509
1997,Mercury,Villager,"[""Van/Minivan""]",19EB96EB-D180-84F9-C6F0-A51F614A3733
1997,Mitsubishi,3000GT,"[""Hatchback""]",62A703FF-DF4D-7646-D1E3-A63761262C97
1997,Mitsubishi,Diamante,"[""Sedan""]",94E9E42D-4C3D-43F9-6C58-18E7CC04FC1C
1997,Mitsubishi,Eclipse,"[""Coupe"", ""Convertible""]",A4FF6BA8-AA38-20AF-2534-71DD518BDE4C
1997,Mitsubishi,Galant,"[""Sedan""]",2DF2A66E-565C-2E15-414E-22A6F806771E
1997,Mitsubishi,Mirage,"[""Sedan"", ""Coupe""]",F4E15B5B-67D0-FDF5-E2A9-20F31B9EC96D
1997,Mitsubishi,Montero,"[""SUV""]",F97E85E4-D38E-CFA7-1E7B-2A8F13428303
1997,Mitsubishi,Montero Sport,"[""SUV""]",91565353-BC82-D067-7DF4-9B3242089CA8
1997,Nissan,200SX,"[""Coupe""]",4E3FA121-24A3-8E55-1A36-C94A1960E331
1997,Nissan,240SX,"[""Coupe""]",F384622C-7624-BB54-3989-93EA7A8FBDDB
1997,Nissan,Altima,"[""Sedan""]",DE78F64B-AE28-492F-4D87-8DA93A0E33B0
1997,Nissan,King Cab,"[""Pickup""]",74E2CDFD-1201-1F4F-7770-D59E989B01AA
1997,Nissan,Maxima,"[""Sedan""]",0B63F872-CBF3-1E5A-1BD8-A839293AF45A
1997,Nissan,Pathfinder,"[""SUV""]",A31C3C10-E127-CD5B-FA69-F61EB6897BB0
1997,Nissan,Quest,"[""Van/Minivan""]",137966A1-16E8-DF15-3AB4-3EEF366E63E8
1997,Nissan,Regular Cab,"[""Pickup""]",961030DD-D132-6B32-B8E5-AFAC5506127E
1997,Nissan,Sentra,"[""Sedan""]",7476979B-A173-AD0C-24A4-CC16AFDE4339
1997,Oldsmobile,88,"[""Sedan""]",52B034DE-938E-46E8-CEC3-C0A4821BD343
1997,Oldsmobile,Achieva,"[""Sedan"", ""Coupe""]",2145DD7F-7233-DFC6-DD7D-66024FA89384
1997,Oldsmobile,Aurora,"[""Sedan""]",74017838-F4A5-94ED-F38E-5C38C9B5CB10
1997,Oldsmobile,Bravada,"[""SUV""]",DB401E2F-0BB3-958B-13DE-EB6909387D84
1997,Oldsmobile,Cutlass,"[""Sedan""]",AE8D5C52-5A03-1312-E909-30A7FBB1C800
1997,Oldsmobile,Cutlass Supreme,"[""Sedan"", ""Coupe""]",EFAC0AF5-DA5E-0379-EBDE-9F74D6E4215A
1997,Oldsmobile,LSS,"[""Sedan""]",B92F57D8-9816-E48B-A83D-5E1F7F170F01
1997,Oldsmobile,Regency,"[""Sedan""]",F6024733-9116-EC62-712C-47E9320B55C3
1997,Oldsmobile,Silhouette,"[""Van/Minivan""]",7C7E964C-E339-0C02-1689-1438C177A9F4
1997,Plymouth,Breeze,"[""Sedan""]",88CF518D-94F5-ED7D-AFBD-1D59FE01576D
1997,Plymouth,Grand Voyager,"[""Van/Minivan""]",CA5476AD-EE7C-4AC1-5F07-35A1EC3B89F5
1997,Plymouth,Neon,"[""Sedan"", ""Coupe""]",801C84CC-B976-1309-6927-6E57888067EE
1997,Plymouth,Prowler,"[""Convertible""]",E5F62E4C-EE81-C081-AA46-F9A448F6A87D
1997,Plymouth,Voyager,"[""Van/Minivan""]",3F80149B-72A6-310F-9D17-C6F2C71FCAF8
1997,Pontiac,Bonneville,"[""Sedan""]",85B6239C-81EC-7CCE-5798-F32AF4B8FFE6
1997,Pontiac,Firebird,"[""Coupe"", ""Convertible""]",ACAA06D3-50E1-F568-061C-CD3B2B072648
1997,Pontiac,Grand Am,"[""Sedan"", ""Coupe""]",0A6563F9-85A2-A7FE-4AE5-646BBA64A674
1997,Pontiac,Grand Prix,"[""Sedan"", ""Coupe""]",F441214E-FFE0-AFC6-23B2-5739AD40AB43
1997,Pontiac,Sunfire,"[""Coupe"", ""Convertible"", ""Sedan""]",05F703F8-F17D-CB3D-1287-6863E68F706E
1997,Pontiac,Trans Sport,"[""Van/Minivan""]",92BC00A8-E978-D0E1-A8D7-42E49007936F
1997,Porsche,911,"[""Coupe"", ""Convertible""]",1E49ABB2-9873-0227-3E39-76D53AE8A15D
1997,Porsche,Boxster,"[""Convertible""]",DFB57216-EDD8-B05B-9290-E0B38223E25F
1997,Saab,900,"[""Coupe"", ""Hatchback"", ""Convertible""]",A0FB9094-64B1-2215-FE1B-1BE8E2D1016F
1997,Saab,9000,"[""Hatchback""]",10E6463A-7F4E-6007-4CF8-C0DB643EBD24
1997,Saturn,S-Series,"[""Coupe"", ""Sedan"", ""Wagon""]",82DED02F-BD0E-64C2-4D2A-6FA011B32887
1997,Subaru,Impreza,"[""Coupe"", ""Wagon"", ""Sedan""]",C7A325B8-6784-E87F-C631-BB8CA892760C
1997,Subaru,Legacy,"[""Sedan"", ""Wagon""]",79144E5A-2828-2A94-1EAB-CE4553A8F425
1997,Subaru,SVX,"[""Coupe""]",8204B260-A0E6-EF3B-F799-5E3DAC16E67F
1997,Suzuki,Esteem,"[""Sedan""]",89909044-AEC4-092D-C8A7-53E5912B72EE
1997,Suzuki,Sidekick,"[""SUV""]",0F0D7E49-4839-2010-DBA1-627FFA4BAAF7
1997,Suzuki,Swift,"[""Hatchback""]",9EDFB5D1-D8FE-993A-8707-9062127E9B97
1997,Suzuki,X-90,"[""SUV""]",7B168163-ACD7-8396-A5AA-9A11C04F16F8
1997,Toyota,4Runner,"[""SUV""]",D7AA313D-E8EC-0100-052D-3F3D69E46D04
1997,Toyota,Avalon,"[""Sedan""]",C59A6F25-DB79-7E8A-C92A-57B68A67D4F4
1997,Toyota,Camry,"[""Sedan""]",D5930C6A-9A73-876F-868D-E572A5EA9681
1997,Toyota,Celica,"[""Hatchback"", ""Coupe"", ""Convertible""]",F4EB15EA-E355-BD43-2448-BB8870DC5C3B
1997,Toyota,Corolla,"[""Sedan""]",533DF2C0-429E-A0BE-1890-1996EC39D20D
1997,Toyota,Land Cruiser,"[""SUV""]",FB18376F-547A-ED64-2466-B63410F8C4F8
1997,Toyota,Paseo,"[""Hatchback"", ""Convertible""]",25471934-CE65-D4B4-B9C8-DF042499297A
1997,Toyota,Previa,"[""Van/Minivan""]",B2168AA1-9FE3-0857-4AFA-E941AA7DFD17
1997,Toyota,RAV4,"[""SUV""]",26C7D3E1-F256-DFAA-5168-1B4E622018AF
1997,Toyota,Supra,"[""Hatchback""]",E8B1CF4B-C1A7-7B18-79CB-16D6C6D54345
1997,Toyota,T100 Regular Cab,"[""Pickup""]",B06CA2E5-487A-BD0B-930E-61567FBEB2E4
1997,Toyota,T100 Xtracab,"[""Pickup""]",0647E61B-B92E-357E-42F3-ED12A9F69DCF
1997,Toyota,Tacoma Regular Cab,"[""Pickup""]",36BD48A0-7286-376D-B1E6-32CA8A2F5AB8
1997,Toyota,Tacoma Xtracab,"[""Pickup""]",DD3EE0E1-C9FF-6193-96D2-34F9B04AE15C
1997,Toyota,Tercel,"[""Sedan""]",FDAD5158-B473-C792-335E-FCE22FB3872D
1997,Volkswagen,Cabrio,"[""Convertible""]",C8C63DBE-223D-C51B-E849-F2184E27F2F3
1997,Volkswagen,Golf,"[""Hatchback""]",FB5563E0-AD4E-5679-BED4-CBE20106FBEA
1997,Volkswagen,Jetta,"[""Sedan""]",EBC4165A-6EAB-5C65-3038-88F2A75D2002
1997,Volkswagen,Passat,"[""Sedan"", ""Wagon""]",7E79B83A-F6AE-1271-6968-1EE6E3C56DC1
1997,Volvo,850,"[""Sedan"", ""Wagon""]",19F536A5-2BCC-10E4-6B0D-3A1FF0BCAEF2
1997,Volvo,960,"[""Sedan"", ""Wagon""]",A94AED73-8442-715C-C624-FF4025AF95FD
1997,Volvo,S90,"[""Sedan""]",BB719231-4773-75C9-33FD-536247126A45
1997,Volvo,V90,"[""Wagon""]",73B72AEE-C322-6578-4563-14DDD45F62AE
1998,Acura,CL,"[""Coupe""]",B4DEFE47-C4DA-99A5-D3BB-49C8CD6EF35B
1998,Acura,Integra,"[""Hatchback"", ""Sedan""]",5620B4F0-D227-4D5E-BB47-2E853DF7E5AF
1998,Acura,NSX,"[""Coupe"", ""Convertible""]",5CA4D4B8-CA78-9992-78F9-B5CC3449BD33
1998,Acura,RL,"[""Sedan""]",A1D83E6D-C8EB-6590-C9EE-6162D385B2C4
1998,Acura,SLX,"[""SUV""]",A45918D9-A2DE-A4A7-9BC0-12DCB8CCF1B3
1998,Acura,TL,"[""Sedan""]",3E118219-A535-0943-9D14-893C5B3E4B01
1998,Audi,A4,"[""Sedan"", ""Wagon""]",8F5892B0-A844-F04A-C760-B04CD1BEE2E8
1998,Audi,A6,"[""Sedan"", ""Wagon""]",AE41D39C-E6A1-9389-FFBD-C1D9FBBDCB6D
1998,Audi,A8,"[""Sedan""]",E9E282F8-1AC5-2A25-6765-4C5C44E4E15A
1998,Audi,Cabriolet,"[""Convertible""]",C2D84909-7F0D-DDDF-B6B8-DF0C83F864A0
1998,BMW,3 Series,"[""Coupe"", ""Hatchback"", ""Convertible"", ""Sedan""]",C913E19C-DC96-1A7B-A559-695A903E49C9
1998,BMW,5 Series,"[""Sedan""]",6F13CA21-1EA7-F885-943D-866D64C641C2
1998,BMW,7 Series,"[""Sedan""]",4A9D6619-4769-C135-CDD6-2368E1FD4223
1998,BMW,M3,"[""Convertible"", ""Sedan"", ""Coupe""]",EFC23FF0-1619-3715-1341-D9AF4D801C3E
1998,BMW,Z3,"[""Convertible""]",EA1361D6-CDF6-BC2F-2B0F-0E4D5C2999C9
1998,Buick,Century,"[""Sedan""]",FC15FAB0-636A-3725-EC4B-A1C294EEC652
1998,Buick,LeSabre,"[""Sedan""]",CEA20551-7C07-48A3-2B58-2B7A7E194332
1998,Buick,Park Avenue,"[""Sedan""]",E7233837-37D5-9F60-BD30-930B65296067
1998,Buick,Regal,"[""Sedan""]",DC9D8C89-A6B8-2F59-84D7-9134A9A25444
1998,Buick,Riviera,"[""Coupe""]",4A906EA7-0C54-84E7-C74F-AE7F2DC51039
1998,Buick,Skylark,"[""Sedan""]",5ACD45C3-FB71-7916-422A-7503BDE41213
1998,Cadillac,Catera,"[""Sedan""]",245C38D5-5A77-8321-2442-CA171282E3D0
1998,Cadillac,DeVille,"[""Sedan""]",4132277C-FC1E-3256-BCE5-FB316C80F90E
1998,Cadillac,Eldorado,"[""Coupe""]",D62B0410-100B-F08D-1692-E49B24CA4361
1998,Cadillac,Seville,"[""Sedan""]",342074ED-7F90-702D-4E5B-75F778B3247D
1998,Chevrolet,1500 Extended Cab,"[""Pickup""]",D6E478C9-180F-9F3F-758D-0254F4CE22E9
1998,Chevrolet,1500 Regular Cab,"[""Pickup""]",BB6E8648-B945-B744-0F83-B77677D7FBCD
1998,Chevrolet,2500 Extended Cab,"[""Pickup""]",8E29A07D-225C-804D-A68A-5F6D893AF9ED
1998,Chevrolet,2500 HD Extended Cab,"[""Pickup""]",A1AE2BC7-E771-8351-AF6B-770484A559B0
1998,Chevrolet,2500 Regular Cab,"[""Pickup""]",7965E5EC-ABBD-70CA-F6BC-6B1B5A27D336
1998,Chevrolet,3500 Crew Cab,"[""Pickup""]",0DAEAE6B-3990-1FF3-8197-17817098AFDF
1998,Chevrolet,3500 Extended Cab,"[""Pickup""]",9CCCA68E-5120-650F-B421-3B7A5D0B93BA
1998,Chevrolet,3500 Regular Cab,"[""Pickup""]",B698FC36-8EAD-54DA-A315-18C4F02078A5
1998,Chevrolet,Astro Cargo,"[""Van/Minivan""]",4B1FF7B5-6950-3139-06E5-09DF9151BB1E
1998,Chevrolet,Astro Passenger,"[""Van/Minivan""]",BC4E8C59-85ED-F501-CEFA-5696D6832C37
1998,Chevrolet,Blazer,"[""SUV""]",51555759-D8B8-59E9-250C-4E2A4EA5D5F5
1998,Chevrolet,Camaro,"[""Coupe"", ""Convertible""]",8C07F232-4EE1-C732-775A-C8948A528C3E
1998,Chevrolet,Cavalier,"[""Hatchback"", ""Sedan"", ""Convertible""]",BEE3D91F-1EDC-C883-E42E-7D71E960297F
1998,Chevrolet,Corvette,"[""Hatchback"", ""Convertible""]",B29C1657-D7B8-77FA-344E-D8EE8DFBADB0
1998,Chevrolet,Express 1500 Passenger,"[""Van/Minivan""]",A234FE39-8E73-ACDF-3929-8EF12DDAD475
1998,Chevrolet,Express 2500 Passenger,"[""Van/Minivan""]",919E16D1-AFB9-8584-2468-FA2F268C7A9B
1998,Chevrolet,Express 3500 Passenger,"[""Van/Minivan""]",B7C7B5F5-4F5C-836C-3D78-7AC78E80555E
1998,Chevrolet,G-Series 1500,"[""Van/Minivan""]",981FDF78-6AD7-0D6F-6E87-4DB9862D3C4F
1998,Chevrolet,G-Series 2500,"[""Van/Minivan""]",C35D633F-AF4D-86FF-DD7C-25901FDBDC9B
1998,Chevrolet,G-Series 3500,"[""Van/Minivan""]",58EEE400-8305-A583-C906-1418B18709DA
1998,Chevrolet,Lumina,"[""Sedan""]",0A0F9924-88D5-5430-E18A-C9BE791F46D5
1998,Chevrolet,Malibu,"[""Sedan""]",CAE500DE-3B62-CACF-FC69-58FFC5F42F85
1998,Chevrolet,Metro,"[""Hatchback"", ""Sedan""]",6EEFEC59-0C2F-FF79-2DD8-5D7B808E27FC
1998,Chevrolet,Monte Carlo,"[""Coupe""]",70BA81CA-0BCF-CE56-5AF3-257A8E9A7624
1998,Chevrolet,Prizm,"[""Sedan""]",00B081D8-F2FD-3822-3346-E10160007171
1998,Chevrolet,S10 Extended Cab,"[""Pickup""]",4BCAD089-E2F1-5F5A-5A2D-5AB9BB746743
1998,Chevrolet,S10 Regular Cab,"[""Pickup""]",94664AC1-2B0F-AB06-94D4-499DCF179917
1998,Chevrolet,Suburban 1500,"[""SUV""]",714002C8-1A0F-40D7-E48B-90CAB8CF3EA8
1998,Chevrolet,Suburban 2500,"[""SUV""]",4A71F3C9-6B9A-BE7B-F5D1-651E06A174A0
1998,Chevrolet,Tahoe,"[""SUV""]",8C8A0838-0D6B-66DC-7D97-9767081C91D6
1998,Chevrolet,Tracker,"[""SUV""]",46F9805D-072A-F907-4BFF-4BD99742A9A1
1998,Chevrolet,Venture Cargo,"[""Van/Minivan""]",37BDFE8A-FDA5-352E-A035-FB99C1D6A19C
1998,Chevrolet,Venture Passenger,"[""Van/Minivan""]",4DC4A933-B427-B87C-1D1B-1971E97367F2
1998,Chrysler,Cirrus,"[""Sedan""]",E44C8E03-6CCD-86DB-5CF3-B2FB442918A7
1998,Chrysler,Concorde,"[""Sedan""]",28A7FC26-A995-940E-D796-84D23D332133
1998,Chrysler,Sebring,"[""Convertible"", ""Coupe""]",659AF4B2-135A-21A1-6BA0-84834742A430
1998,Chrysler,Town & Country,"[""Van/Minivan""]",3799DD16-1708-0468-9DB8-1C07862DE4F1
1998,Dodge,Avenger,"[""Coupe""]",275A85A6-E05C-3FFD-9D6F-13B01C1648D1
1998,Dodge,Caravan Passenger,"[""Van/Minivan""]",89284769-219C-BA75-34A3-1F8C0907785F
1998,Dodge,Dakota Club Cab,"[""Pickup""]",EC891FD2-884C-90B3-384D-C5C09E848FC2
1998,Dodge,Dakota Regular Cab,"[""Pickup""]",B09F0F8D-3A07-A3AE-CE19-36C9E5D53152
1998,Dodge,Durango,"[""SUV""]",E748505E-5D3E-97E1-3C38-23DBC272EFC3
1998,Dodge,Grand Caravan Passenger,"[""Van/Minivan""]",EF0A1C95-8600-5037-C436-C0EB8C936035
1998,Dodge,Intrepid,"[""Sedan""]",C313B8DC-A286-5C9D-387A-B89E923FD9EE
1998,Dodge,Neon,"[""Sedan"", ""Coupe""]",4624C13D-BA58-4DEC-C90C-3D7CE22F8AE4
1998,Dodge,Ram 1500 Club Cab,"[""Pickup""]",03A50D62-DD1B-5C47-F8D9-FDF799977EAD
1998,Dodge,Ram 1500 Quad Cab,"[""Pickup""]",0CEA949A-3C7D-2CEC-7D35-FB97E6C04037
1998,Dodge,Ram 1500 Regular Cab,"[""Pickup""]",A8039BA8-DE2A-3A7E-8333-3C63217D3633
1998,Dodge,Ram 2500 Club Cab,"[""Pickup""]",5BA6F431-AB12-3005-6440-BB5890CE8883
1998,Dodge,Ram 2500 Quad Cab,"[""Pickup""]",B32A6D77-7B1E-4F4A-5803-FA287FBD5C17
1998,Dodge,Ram 2500 Regular Cab,"[""Pickup""]",4F472071-9BDA-9A3C-9DD2-BA4BAF4F0A09
1998,Dodge,Ram 3500 Quad Cab,"[""Pickup""]",32E694C5-8C7C-1091-7F81-6D674AAB3CCB
1998,Dodge,Ram 3500 Regular Cab,"[""Pickup""]",67186D37-A305-D57E-D58D-546B352CF058
1998,Dodge,Ram Van 1500,"[""Van/Minivan""]",516F85B3-08E2-034D-F582-02D6189A4128
1998,Dodge,Ram Van 2500,"[""Van/Minivan""]",34A84662-0BD9-F581-9338-2F28C72C68E3
1998,Dodge,Ram Van 3500,"[""Van/Minivan""]",DF893E08-582B-022D-2B1B-0A0D4CED8BA9
1998,Dodge,Ram Wagon 1500,"[""Van/Minivan""]",40E97996-BAAE-6244-F780-49C710B9455C
1998,Dodge,Ram Wagon 2500,"[""Van/Minivan""]",F62DD6AF-C372-E8E4-7B03-A1857DC58699
1998,Dodge,Ram Wagon 3500,"[""Van/Minivan""]",E24BF86D-D372-650B-8212-B2B1966F634F
1998,Dodge,Stratus,"[""Sedan""]",5C70D3CD-B585-48D8-7CA7-FB48D0EB092E
1998,Dodge,Viper,"[""Convertible"", ""Coupe""]",0C494FF9-0E0C-8A71-D973-B989068CEBBA
1998,Eagle,Talon,"[""Hatchback""]",87307714-3D83-8752-E50B-F974AC1F21C1
1998,Ford,Club Wagon,"[""Van/Minivan""]",E453ECA6-94FE-40BE-C765-278D18A0CBD6
1998,Ford,Contour,"[""Sedan""]",96564FC7-928F-7EA4-B808-85B2EFD630BE
1998,Ford,Crown Victoria,"[""Sedan""]",B93C2267-05DC-F7D4-D166-96C14DF398C7
1998,Ford,Econoline E150 Cargo,"[""Van/Minivan""]",2C804A44-730F-B69F-EAF2-439B060008CA
1998,Ford,Econoline E250 Cargo,"[""Van/Minivan""]",CA34AB8B-C416-F73D-4A5F-1D05B55069CE
1998,Ford,Econoline E350 Cargo,"[""Van/Minivan""]",98F5F11C-AE5C-AE12-F29E-092A9B21AC78
1998,Ford,Escort,"[""Sedan"", ""Coupe"", ""Wagon""]",A0B2142F-5A71-F1F1-C317-F6BE037F713B
1998,Ford,Expedition,"[""SUV""]",A4539485-CB65-9CAA-CDE8-5AD2B179DD15
1998,Ford,Explorer,"[""SUV""]",F0F75476-0F1B-0472-1779-EAC227F5085A
1998,Ford,F150 Regular Cab,"[""Pickup""]",82CACA97-143F-1FE8-006D-D6009EF22CD6
1998,Ford,F150 Super Cab,"[""Pickup""]",45D3AB91-522E-CF96-8906-DCB4CCC17162
1998,Ford,F250 Regular Cab,"[""Pickup""]",D9136F33-9C7E-146D-A24E-772270F0AA5D
1998,Ford,F250 Super Cab,"[""Pickup""]",4676F12B-CCB9-D8C5-094B-17ADC419B696
1998,Ford,Mustang,"[""Coupe"", ""Convertible""]",252A45B3-37C3-DDD7-3446-02D90A45AF14
1998,Ford,Ranger Regular Cab,"[""Pickup""]",E0DDE5F8-A432-3A90-A87D-49394BEF34A5
1998,Ford,Ranger Super Cab,"[""Pickup""]",943DEFD2-1165-C2AD-1B70-3E7B686B5FFB
1998,Ford,Taurus,"[""Sedan"", ""Wagon""]",1DAB99B0-C671-18BA-5207-EDD2C7B56A61
1998,Ford,Windstar Cargo,"[""Van/Minivan""]",899D4A02-685C-EA30-52D2-A607AFF73B2B
1998,Ford,Windstar Passenger,"[""Van/Minivan""]",8183BD60-1113-7208-E0B9-24464150ED0C
1998,GMC,1500 Club Coupe,"[""Pickup""]",FADCD2BA-7608-AC29-26D0-A600A48F2B44
1998,GMC,1500 Regular Cab,"[""Pickup""]",5EF73BF2-0C3E-067B-5A01-1B72C0DD9D83
1998,GMC,2500 Club Coupe,"[""Pickup""]",1599549B-C9DA-76C0-2DBA-E76C8E79895F
1998,GMC,2500 HD Club Coupe,"[""Pickup""]",01F4F258-3849-1896-7460-BDC1D3DEDAC1
1998,GMC,2500 Regular Cab,"[""Pickup""]",1A71CAED-FDA6-529A-6E1F-F871C82E7243
1998,GMC,3500 Club Coupe,"[""Pickup""]",1AE219ED-8680-B0F8-2325-F75649865275
1998,GMC,3500 Crew Cab,"[""Pickup""]",8C7F7C22-0859-9705-0175-3FEF7801A298
1998,GMC,3500 Regular Cab,"[""Pickup""]",8E255117-95C1-DBE0-3DE0-DB759DBC100B
1998,GMC,Envoy,"[""SUV""]",2BBB7563-A234-DB7E-5360-B371E3E6085F
1998,GMC,Jimmy,"[""SUV""]",1D53C361-CFFA-BE53-96AC-8DC84729C743
1998,GMC,Safari Cargo,"[""Van/Minivan""]",6DCECFDE-D225-FB35-C380-F20C57D452F3
1998,GMC,Safari Passenger,"[""Van/Minivan""]",A4247D59-A712-AEA6-1470-C2BDE2D5F7AB
1998,GMC,Savana 1500 Cargo,"[""Van/Minivan""]",67595945-4FED-B983-6374-17B96C61B4B8
1998,GMC,Savana 1500 Passenger,"[""Van/Minivan""]",C9988605-BC8A-A0F2-85C4-ACCE2A0002C9
1998,GMC,Savana 2500 Cargo,"[""Van/Minivan""]",FB5A991D-2494-5263-B23D-6F66283ED88D
1998,GMC,Savana 2500 Passenger,"[""Van/Minivan""]",3F3319C9-4ED4-5C7E-9037-7F6077468F18
1998,GMC,Savana 3500 Cargo,"[""Van/Minivan""]",07F0BA95-E0B9-957D-F410-10B8DD39767D
1998,GMC,Savana 3500 Passenger,"[""Van/Minivan""]",2A88523A-A0C2-D5ED-5C1A-CCB4D1F2A7F1
1998,GMC,Sonoma Club Coupe Cab,"[""Pickup""]",FA5C3985-85C5-F38C-7DED-6349D5DD25E1
1998,GMC,Sonoma Regular Cab,"[""Pickup""]",163521A9-F070-003B-72CF-A8290CA52FEF
1998,GMC,Suburban 1500,"[""SUV""]",BE896D06-66AB-B304-6302-E1485C111084
1998,GMC,Suburban 2500,"[""SUV""]",DC2B8535-EAD5-7F3E-0573-051B433F5816
1998,GMC,Yukon,"[""SUV""]",BFE0F2B6-4240-D16A-42E8-DA93AE9E883F
1998,Honda,Accord,"[""Sedan"", ""Coupe""]",87F58488-8864-0138-C61D-E7A0CD1059E6
1998,Honda,Civic,"[""Coupe"", ""Hatchback"", ""Sedan""]",C7724658-AFAA-B1BB-6E35-88E9ACB7B4FB
1998,Honda,CR-V,"[""SUV""]",6DC08E89-F41A-F6C8-355C-B02EDF466568
1998,Honda,Odyssey,"[""Van/Minivan""]",1ED3199A-CBE7-03AD-E695-25A8C2469166
1998,Honda,Passport,"[""SUV""]",2D681531-6187-B8F7-20E9-C1CB723C2EB8
1998,Honda,Prelude,"[""Coupe""]",289197CE-D0B1-6FB7-D667-17383E4252F2
1998,HUMMER,H1,"[""SUV"", ""Wagon""]",E6E6BB6E-CC03-C38E-9A22-1D7741C3CA6A
1998,Hyundai,Accent,"[""Hatchback"", ""Sedan""]",785255C1-A0AF-B8A9-5C13-63195CA1296E
1998,Hyundai,Elantra,"[""Sedan"", ""Wagon""]",919EB3B7-D364-87DD-8A35-068C4FFC3DA4
1998,Hyundai,Sonata,"[""Sedan""]",4785E618-39C0-0831-855E-6C64ED396FAE
